"outcome","estimate","conf.low","conf.high","p.value"
"PM25DALYY_01_COM",0.517255690977546,0.0839013977722032,0.950609984182888,0.0199602782956619
"O3CHGYY_01_COM",0.0708160965395175,-0.733595423985106,0.875227617064141,0.863118295090749
"no2_1yr_com",0.014434775267889,-0.486120197864276,0.514989748400054,0.954968418155278
"so2_1yr_com",0.159263820081706,-0.0503352173782917,0.368862857541703,0.137747640553283
"GRLANYY_26_COM",-0.0140535506018799,-0.0227150713601258,-0.00539202984363405,0.00162648624211001
"grtcc10_01_COM",-3.85402909418061,-6.3445023624951,-1.36355582586612,0.00264021401848969
"grtcc10_04_COM",-2.28048793633211,-3.77877100859616,-0.782204864068057,0.00309535001963957
"GRUMPYY_01_COM",-1.7801665911869,-5.99085411738939,2.43052093501559,0.407962756477988
"GRUMPYY_04_COM",-4.3109986349269,-7.6579769976902,-0.964020272163609,0.0120873684470423
